景点id,景点名称,景点区域,景点级别,景点热度,景点简介,景点经纬度,景点地址
3148899356,天津欢乐谷,天津·天津·东丽区,4A景区,热度 0.0,这刺激！带你过瘾带你high,"117.48083,39.193173",天津市东丽区东丽湖旅游度假区东丽之光大道
3561022923,西江千户苗寨,贵州·黔东南·凯里市,4A景区,热度 1.0,游览千户苗寨，感受苗族风情,"108.18029,26.500009",贵州省凯里市黔东南苗族侗族自治州雷山县西江镇南贵村
3449418842,三亚骏达车技表演馆,海南·三亚·三亚湾,3A景区,热度 0.0,极度震撼 颠覆想像 夜游三亚 必看演出,"109.438431,18.30599",海南省三亚市海榆西线凤凰派出所西侧
2972581121,大明宫国家遗址公园,陕西·西安·新城区,4A景区,热度 0.72,唐代长安城禁苑,"108.968257,34.309657",陕西省西安市新城区自强东路585号大明宫国家遗址公园丹凤门
3121086149,鸽子窝公园,河北·秦皇岛·北戴河区,4A景区,热度 0.78,来这里欣赏“红日浴海”的奇景,"119.533165,39.842702",河北省秦皇岛市北戴河区海滨东北角鸽赤路
2834497097,周庄,江苏·苏州·昆山市,5A景区,热度 0.9,古香古色，品美食寻才子觅佳人,"120.854425,31.120241",江苏省苏州市昆山周庄全福路43号
1984038559,世界花卉大观园,北京·北京·丰台区,4A景区,热度 0.7,揽天下奇花异草，聚世界经典园林,"116.359809,39.841719",北京市丰台区南四环中路235号
3907699975,槟榔谷黎苗文化区,海南·三亚,5A景区,热度 0.72,一个逃逸世俗的心灵驿站,"109.677278,18.466556",海南省三亚市保亭黎苗族自治县甘什岭自然保护区
943865565,武功山,江西·萍乡·芦溪县,5A景区,热度 1.0,翘首盼君来，风光任君览,"114.162743,27.471336",江西省萍乡市芦溪县
797894434,玉屏索道,安徽·黄山·黄山风景区,,热度 0.0,沿途欣赏秀丽山色,"118.176924,30.134073",安徽省黄山市黄山区黄山景区
2721389637,成都武侯祠,四川·成都·武侯区,4A景区,热度 0.9,体验三国蜀文化，享受最丰盛的文化晚餐,"104.054421,30.652343",四川省成都市武侯区武侯祠大街231号
4185114321,塔尔寺,青海·西宁·湟中县,5A景区,热度 1.0,"佛光里的塔尔寺,梦中的青海湖","101.576298,36.494459",青海省西宁市湟中县鲁沙尔镇
423910653,上海影视乐园,上海·上海·松江区,4A景区,热度 0.7,真实艺术地展现上海的历史风貌和人文景观,"121.319396,31.016693",上海市松江区车墩镇北松公路4915号
772619753,张家界大峡谷,湖南·张家界·慈利县,4A景区,热度 0.7,飞瀑神泉比比皆是，宛如来到世外桃源,"110.701465,29.432415",湖南省张家界市慈利县三官寺
1798026130,虎丘,江苏·苏州·金阊区,5A景区,热度 0.8,苏东坡说到苏州不游虎丘乃憾事也,"120.587069,31.341637",江苏省苏州市金阊区山塘街虎丘山门内8号
1826969809,十渡聚龙湾玻璃栈道,北京·北京·十渡风景区,,热度 0.0,梦寻生态山水，情归大美聚龙,"115.634697,39.643807",北京市房山区十渡镇十渡自然风景区停车场旁
4083794105,上海动物园,上海·上海·长宁区,4A景区,热度 0.72,带你领略动物世界的纷繁多彩,"121.369411,31.199264",上海市长宁区虹桥路2381号
3039817885,青海湖,青海·海南藏族自治州·共和县,5A景区,热度 0.0,内陆湖泊和咸水湖,"100.50728,36.591727",青海省海南藏族自治州共和县
2000224039,九华山地藏王圣像景区,安徽·池州·九华山,,热度 0.0,安忍不动犹如大地，静虑深密犹如秘藏,"117.797575,30.553272",安徽省池州市九华山风景区柯村新区
3067239679,崇圣寺三塔,云南·大理·大理市,5A景区,热度 0.86,大理的标志和象征，来大理不可错过的地方哦,"100.149535,25.710163",云南省大理市大理古城西北两公里的苍山应乐峰下
2778205010,夫子庙,江苏·南京·秦淮区,5A景区,热度 0.8800000000000001,一条长江路，半部民国史,"118.795398,32.026977",江苏省南京市秦淮区龙蟠中路夫子庙
584168263,刘公岛,山东·威海·威海市,5A景区,热度 1.0,北洋水师诞生地，甲午战争遗址,"122.147601,37.499885",山东省威海市海滨北路101-2号
3942761498,西塘古镇,浙江·嘉兴·嘉善县,5A景区,热度 0.8400000000000001,水墨西塘让你感受古镇千年的诗情画意,"120.89521,30.945875",浙江省嘉兴市嘉善县西塘镇
371131297,广州长隆旅游度假区,广东·广州·番禺,5A景区,热度 0.7,一站式旅游度假胜地，广东必游景点,"113.322466,23.011606",广东省广州市番禺区番禺大道
1603553566,宋城千古情,浙江·杭州·西湖区,,热度 0.0,杭州宋城的灵魂，世界三大名秀,"120.103968,30.176543",浙江省杭州市西湖区之江路148号
2033228323,上海科技馆,上海·上海·浦东新区,5A景区,热度 0.74,技术改变生活，只有想不到没有做不到,"121.54785,31.224219",上海市浦东新区世纪大道2000号(近二号线上海科技馆站)
456786705,婺源风景区,江西·上饶·婺源县,5A景区,热度 1.0,中国绝美乡村，开始你的文艺之旅,"117.861924,29.247904",江西省上饶市婺源县文公北路
2561958500,香格里拉虎跳峡,云南·迪庆·香格里拉县,4A景区,热度 1.0,峡内礁石林立，有险滩21处，景色壮丽,"100.119685,27.195168",云南省迪庆藏族自治州香格里拉县虎跳峡镇
116796277,太平洋海底世界,北京·北京·海淀区,3A景区,热度 0.7,漫步海底，欣赏五彩缤纷的海底生物,"116.312665,39.924769",北京市海淀区西三环中路11号中央电视塔下
3520436378,那拉提旅游风景区,新疆·伊犁·新源县,5A景区,热度 1.0,“塞外江南”给你群山俊秀，绿草如茵的美景,"84.036179,43.319138",新疆维吾尔自治区伊犁哈萨克自治州新源县
538879752,雁荡山,浙江·温州·乐清市,5A景区,热度 1.0,中国十大名山之一，风景秀美无双,"121.095868,28.352028",浙江省温州乐清市雁荡镇雁山路88号
225939817,栈桥,山东·青岛·市南区,,热度 1.0,在这里感受惊涛拍案，飞阁回澜,"120.326563,36.065428",山东省青岛市市南区太平路14号
1551216838,太平山顶,香港·香港·香港岛,,热度 0.86,登临香港岛之巅，欣赏醉人夜景,"114.161284,22.27424",香港特别行政区香港岛山顶道118号
1303150055,海棠湾,海南·三亚,,热度 0.0,海南三亚，浪漫的度假天堂,"109.710973,18.31892",海南省三亚市三亚旅游区海棠湾镇
4004077070,又见平遥,山西·晋中·平遥县,,热度 0.0,又见系列项目在中国北方地区的重点项目,"112.178892,37.20487",山西省晋中市平遥县顺城路154号又见平遥剧场
373147633,苏州乐园,江苏·苏州·高新区,4A景区,热度 0.78,东方迪斯尼，适合全家游玩,"120.553169,31.298449",江苏省苏州市长江路397号
1813774347,锦里沟,湖北·武汉·黄陂区,4A景区,热度 0.0,看樱花桃花次第盛放，感受土苗文化风情,"114.238967,31.279625",湖北省武汉市黄陂区蔡店乡道士冲村
3149376212,中央电视塔,北京·北京·海淀区,4A景区,热度 0.72,登高望远，俯瞰北京城,"116.312768,39.925467",北京市海淀区西三环中路11号
1122008072,衡山,湖南·衡阳·南岳区,5A景区,热度 1.0,华山如立，嵩山如卧，惟有南岳衡山独如飞,"112.726461,27.257664",湖南省衡阳市南岳区
3406483502,崀山国家地质公园,湖南·邵阳·新宁县,4A景区,热度 0.0,周末坐高铁只为看石头,"110.820501,26.401032",湖南省邵阳市新宁县城南10余公里处
3366697776,西安碑林博物馆,陕西·西安·碑林区,4A景区,热度 0.8,每一块碑石都经历了一段历史,"108.959087,34.258767",陕西省西安市碑林区三学街15号（近书院门）
2457150648,可可托海,新疆·阿勒泰·富蕴县,5A景区,热度 0.72,西北边陲上，人少景美新去处,"89.877627,47.217401",新疆维吾尔自治区阿勒泰地区富蕴县可可托海镇以东5公里处
582263979,黄果树瀑布,贵州·安顺·黄果树风景名胜区,5A景区,热度 1.0,是世界著名大瀑布之一,"105.67645,25.994852",贵州省安顺镇宁布依族苗族自治县黄果树瀑布
2267073005,敦煌莫高窟,甘肃·酒泉·敦煌市,,热度 0.9,世界文化遗产，人类艺术的殿堂,"94.77389,40.167452",甘肃省酒泉市敦煌市东南25公里
3678713220,漓江,广西·桂林·灵川县,5A景区,热度 1.0,分明看见青山顶，船在青山顶上行,"110.438282,25.153169",广西壮族自治区桂林市阳朔县
1657761612,海口观澜湖华谊冯小刚电影公社,海南·海口·龙华区,4A景区,热度 0.0,以导演个人命名的电影主题旅游项目,"110.35488,19.925692",海南省海口市观澜湖大道（西线高速往观澜湖温泉1.8公里处）
2675547065,木府,云南·丽江·丽江古城,,热度 0.78,木府风云拍摄地,"100.241109,26.875004",云南省丽江市古城区大研镇光义街49号
4250157286,崂山,山东·青岛·崂山区,5A景区,热度 0.82,古语云：“泰山虽云高，不如东海崂”,"120.601677,36.195942",山东省青岛市崂山区内
1514814960,中山陵,江苏·南京·钟山风景区,5A景区,热度 1.0,建筑名家之杰作，有着极高的艺术价值,"118.860335,32.063934",江苏省南京市玄武区石象路7号
3544592282,云南民族村,云南·昆明·西山区,4A景区,热度 0.78,体验云南多个种族的文化沉淀,"102.669319,24.971676",云南省昆明市西山区滇池路1310号
2571648404,壶口瀑布（陕西）,陕西·延安·宜川县,4A景区,热度 1.0,有”千里黄河一壶收”的气概,"110.455575,36.151234",陕西省延安市宜川县壶口乡
858225756,桂林两江四湖景区,广西·桂林·秀峰区,5A景区,热度 0.7,重现唐宋时尚的环游桂林线路，轻悠旅程时光,"110.298547,25.257801",广西壮族自治区桂林市秀峰区滨江路12号
2687455122,成都浣花溪公园,四川·成都·青羊区,,热度 0.0,园内山水交融，花草树木绿阴蔽日,"104.03414,30.66223",四川省成都市青羊区草堂路
681137397,香港海洋公园,香港·香港·香港岛,,热度 0.96,妙趣横生的大型主题公园,"114.186318,22.251783",香港特别行政区香港仔黄竹坑南朗山
314220277,阿尔山国家森林公园,内蒙古·兴安盟·阿尔山市,5A景区,热度 1.0,奇岩怪石姿态万千，堪称火山地质博物馆,"120.428594,47.28971",内蒙古兴安盟阿尔山市林海街
847332878,武汉海昌极地海洋世界,湖北·武汉·东西湖区,,热度 0.0,极地海洋主题公园，不一样的极地世界,"114.285587,30.669357",湖北省武汉市东西湖区金银潭大道96号
2796678729,统景温泉,重庆·重庆·渝北区,4A景区,热度 0.7,让你醉倒在“温柔乡”里,"106.838806,29.864783",重庆巿渝北区统景镇景泉路66号
677294926,静园-末代皇帝溥仪旧居,天津·天津·和平区,3A景区,热度 0.0,津城洋楼，醉美静园,"117.195893,39.128964",天津市和平区鞍山道70号
312481614,杭州宋城景区,浙江·杭州,,热度 0.0,杭州宋城是中国大陆人气超旺的主题公园,"120.105205,30.175961",浙江省杭州市西湖区之江路148号
2333288470,侠天下旅游区,福建·三明·尤溪县,4A景区,热度 0.0,集神、奇、险、雄、古、幽为一体,"118.54869,26.152314",福建省三明市尤溪县汤川乡胡厝村
1277770851,青岛海上观光,山东·青岛·市南区,,热度 0.0,欣赏这座海滨城市，别有一番风味,"120.315114,36.058418",青岛市南区西陵峡路9号小港海事处内友谊码头
1079893531,蓬莱海洋极地世界,山东·烟台·蓬莱市,4A景区,热度 0.78,千种海洋生物大聚会，伴你神奇海洋探秘,"120.752548,37.831253",山东省烟台市蓬莱市海港路88号
3935595043,象山影视城,浙江·宁波·象山县,4A景区,热度 0.7,芈月伴你游 （琅琊榜拍摄地）,"121.845195,29.293159",浙江省宁波市象山县新桥镇大塘港生态旅游区
1153977641,三峡大瀑布,湖北·宜昌·夷陵区,4A景区,热度 0.7,天然瀑布群和峡谷丛林风光,"111.330549,30.930427",湖北省宜昌市夷陵区黄花乡黄花场村
1472777964,苏州古运河,江苏·苏州·沧浪区,,热度 0.72,荡舟于此，感受江南的繁华与奢靡,"120.618084,31.29814",江苏省苏州市沧浪区新市桥古运河观光码头
3625794079,清江画廊,湖北·宜昌·长阳县,5A景区,热度 0.72,无法抗拒的山清水秀，谁来谁说好,"111.146829,30.469896",湖北省宜昌市长阳县龙舟坪镇晒鼓坪村
587858216,重庆环球金融中心观景台（会仙楼）,重庆·重庆·渝中区,,热度 0.0,在此仰望璀璨星空，遐思于浩瀚宇宙中,"106.584303,29.565156",重庆市渝中区民族路188号环球金融中心73､74F
3023016071,八大关,山东·青岛·青岛海滨,,热度 0.0,欣赏别墅的建筑之美，探寻伟人昔日足迹,"120.357133,36.05803",山东省青岛市市南区正阳关路14号
3007563227,南诏风情岛,云南·大理·洱源县,4A景区,热度 0.76,摄影家梦开始的地方,"100.198355,25.907885",云南省大理白族自治州洱源县环海路双廊镇
3991887114,稻梦空间,辽宁·沈阳·沈北新区,,热度 0.0,以稻米为主题的创意农业产业园,"123.328516,42.076693",辽宁省沈阳市沈北新区兴隆台锡伯族镇兴光村
1849100349,宁乡炭河古城,湖南·长沙·宁乡县,,热度 0.7,第6批全国重点文物保护单位,"112.4300143405,28.188596302231",湖南省长沙市宁乡县沩山脚下黄材镇
4125579163,西湖,浙江·杭州·西湖区,5A景区,热度 1.0,在这里邂逅你的白娘子吧,"120.153384,30.236492",浙江省杭州市西湖区龙井路1号
581035896,黑山谷,重庆·重庆·万盛区,5A景区,热度 0.72,重庆独特的生物基因库，西南神农架,"107.008268,28.894072",重庆市万盛区黑山镇境内
2898718562,象鼻山,广西·桂林·象山区,5A景区,热度 0.7,桂林城徽，绝美赏月地领略三月争辉奇景,"110.302339,25.274549",广西壮族自治区桂林市民主路52号
429102323,镇北堡西部影城,宁夏·银川·西夏区,5A景区,热度 0.0,邂逅“东方好莱坞”,"106.078785,38.620428",宁夏省银川市西夏区镇北堡西部影城
3748366838,大小洞天,海南·三亚·三亚湾,5A景区,热度 0.78,具备山、海、天一色的道家文化景区,"109.186963,18.307148",海南省三亚市以西四十公里（崖城镇南山村）
2224125254,北京杜莎夫人蜡像馆,北京·北京·前门大街,,热度 0.0,中轴线上的巨星之旅,"116.404547,39.903732",北京市东城区前门大街8号
1913538757,恩施大峡谷,湖北·恩施·恩施市,5A景区,热度 0.0,有天坑，有地缝，有天生桥，有溶洞,"109.201238,30.411298",湖北省恩施市西北部沐抚办事处境内
3355370292,青岛啤酒博物馆,山东·青岛·市北区,4A景区,热度 0.72,寻访青岛啤酒发源地,"120.35324,36.085299",山东省青岛市市北区登州路56号青岛啤酒厂内
9482346,银子岩,广西·桂林·荔浦县,4A景区,热度 0.78,桂林旅游圈新出现的一颗璀璨明珠,"110.446061,24.647843",广西壮族自治区桂林市荔浦县马岭镇小青山银子岩景区
2986440190,普达措国家公园,云南·迪庆·香格里拉县,5A景区,热度 0.8800000000000001,张杰谢娜婚礼之地，原始森林中的伊甸园,"99.91451,27.807468",云南省迪庆藏族自治州香格里拉县建塘镇双桥
2261438505,澳门国际烟花节,广东·珠海,,热度 0.0,汇集世界各地高水准烟花公司的重大赛事,"113.539521,22.197052",广东省珠海市香洲区湾仔南湾南路3002号
81777213,红海滩国家风景廊道,辽宁·盘锦·大洼县,,热度 0.0,中国十大魅力湿地之首，自驾游的好去处,"121.852044,40.90826",辽宁省盘锦市大洼区赵圈河镇红海滩国家风景廊道
3189624072,台儿庄古城,山东·枣庄·台儿庄区,5A景区,热度 0.0,被誉为“中华民族扬威不屈之地”,"117.747047,34.563186",山东省枣庄市台儿庄区华兴路东段
326929749,南浔古镇,浙江·湖州·南浔区,5A景区,热度 0.0,水乡古镇九十九，不如南浔走一走,"120.435533,30.875529",浙江省湖州市南浔区南浔镇人瑞路51号
1053903287,天坛公园,北京·北京·东城区,5A景区,热度 0.8,探寻古代皇帝祭天仪式的奥秘,"116.417313,39.887976",北京市东城区天坛内东里7号
3661090256,江西龙虎山,江西·鹰潭,5A景区,热度 0.7,神秘的古越族文明，体验绝美的自然风光,"116.999461,28.090447",江西省鹰潭市西南20公里处贵溪市境内
504171348,青海湖二郎剑,青海·海南藏族自治州·青海湖,5A景区,热度 1.0,青海湖旅游区一颗耀眼的明珠,"100.50854,36.589246",青海省海南州青海湖东南岸
2485819028,白云山,广东·广州·白云区,5A景区,热度 1.0,南粤名山之一,"113.304073,23.186097",广东省广州市白云区广园中路白云山景区
1266648198,天下第一关（山海关）,河北·秦皇岛·山海关区,,热度 0.74,中国古长城之精华，与嘉峪关遥相呼应,"119.768109,40.012102",河北省秦皇岛市山海关区东头条胡同
3383493397,北京大观园,北京·北京·西城区,3A景区,热度 0.76,红楼梦中走下来的建筑,"116.362798,39.876875",北京市西城区（原宣武区）南菜园街12号
1765877264,巽寮湾,广东·惠州·惠东县,4A景区,热度 0.86,海天相接，远山淡云，浑然一体,"114.762006,22.69323",广东省惠州市惠东县巽寮海湾风景区
2616175512,金海湖风景区,北京·北京·平谷区,4A景区,热度 0.7,峰峦叠翠，野卉生香，云影波光，美景如画,"117.320475,40.1886",北京市平谷区东南盘山脚下海子村
1397926396,秦始皇陵丽山园景区,陕西·西安·秦始皇陵博物院（兵马俑）,,热度 0.0,秦始皇帝陵博物院的组成部分,"109.265495,34.385836",陕西省西安市临潼区秦陵北路西端秦始皇陵丽山园景区正门入口右边
622823781,天目湖旅游度假区,江苏·常州·溧阳市,5A景区,热度 1.0,回归安宁，感受优雅,"119.452306,31.324063",江苏省常州市溧阳天目湖镇迎宾大道
1203837703,乔家大院,山西·晋中·祁县,5A景区,热度 0.9400000000000001,一栋带有历史印记的宅院,"112.44405,37.41108",山西省晋中市祁县乔家堡村
2843346928,《文成公主》,西藏·拉萨·城关区,,热度 0.0,藏文化的“活字典”，汉藏民族融合的史诗,"91.151802,29.631162",西藏拉萨市城关区慈觉林（原次角林）中国西藏文化旅游创意园
508489559,橘子洲,湖南·长沙·岳麓区,4A景区,热度 1.0,湘江北去，橘子洲头，看万山红遍，层林尽染,"112.96715,28.17546",湖南省长沙市岳麓区橘子洲头2号
2274223938,新澳海底世界,河北·秦皇岛·海港区,4A景区,热度 0.72,带你探寻海洋世界奥秘,"119.568995,39.912052",河北省秦皇岛市海港区河滨路81号
619677570,响沙湾,内蒙古·鄂尔多斯·达拉特旗,5A景区,热度 0.8400000000000001,跟随骆驼队，踏上一段神秘之旅,"109.968018,40.249002",内蒙古鄂尔多斯市达拉特旗响沙湾景区
3317086974,定陵,北京·北京·明十三陵,,热度 0.72,明十三陵中被开发的地下宫殿,"116.233071,40.30027",北京市昌平区十三陵特区明十三陵
3319594683,趵突泉公园,山东·济南·天下第一泉风景区,5A景区,热度 0.9400000000000001,康熙皇帝赞誉的天下名泉,"117.02264,36.667808",山东省济南市历下区趵突泉南路1号
956898870,成都杜甫草堂,四川·成都·青羊区,4A景区,热度 0.86,成都地标签到处,"104.036061,30.666089",四川省成都市青羊区青华路37号
2530709380,武隆天生三桥风景区,重庆·重庆·武隆天坑地缝国家地质公园,5A景区,热度 0.72,变形金刚大战黄金甲,"107.811189,29.435993",重庆市武隆县龙桥街巷口镇芙蓉路88号
2342504454,沙坡头旅游区,宁夏·中卫·沙坡头区,5A景区,热度 1.0,欧亚大通道，古丝绸之路的必经之地,"105.010609,37.47778",宁夏回族自治区中卫市沙坡头区迎水桥镇
950982133,金沙遗址,四川·成都·青羊区,4A景区,热度 0.7,看沉睡千年的太阳神鸟，了解神秘古蜀文化,"104.019799,30.686636",四川省成都市金沙遗址路2号
2451036438,上海自然博物馆,上海·上海·静安区,,热度 0.7,在这里领略物种的变迁,"121.469083,31.241294",上海市静安区石门二路128号静安雕塑公园内
3708897562,天下第一泉风景区,山东·济南·历下区,5A景区,热度 0.0,玉带串名泉，一水连百景,"117.022975,36.678402",山东省济南市明湖路271号
2353898609,清明上河图,浙江·金华·横店影视城,4A景区,热度 0.0,一朝步入画中，仿佛梦回千年,"120.317836,29.146622",浙江省金华东阳市横店镇清明上河图
4148764926,秦皇岛野生动物园,河北·秦皇岛·北戴河区,4A景区,热度 0.7,与动物“零距离”接触的野生动物园,"119.527456,39.873205",河北省秦皇岛市北戴河区滨海大道中段
2621763528,少林寺,河南·郑州·嵩山,5A景区,热度 0.86,登顶中岳嵩山，一览天下胜景,"112.948713,34.512389",河南省郑州登封市西北13公里嵩山南麓
31389687,木兰天池,湖北·武汉·黄陂区,5A景区,热度 0.72,游览浪漫山水，高峡人家和森林公园,"114.29107,31.183857",湖北省武汉市黄陂区长轩岭镇石门山
2532201118,长沙生态动物园,湖南·长沙·长沙县,4A景区,热度 0.0,亲近动物和自然，市民百姓旅游佳地,"113.004733,28.040082",湖南省长沙市长沙县暮云镇西湖村道芙蓉南路
2645793873,环球金融中心观光厅,上海·上海·浦东新区,4A景区,热度 0.72,来上海登三高，眺望魔都霓虹闪烁,"121.513463,31.23965",上海市浦东新区世纪大道100号
736564328,明月山,江西·宜春·袁州区,5A景区,热度 1.0,嫦娥的故乡，传说是当年嫦娥奔月的地方,"114.26879,27.608185",江西省宜春市袁州区环城南路
3633440059,西岛,海南·三亚·三亚湾,4A景区,热度 0.78,海上桃源，动感天堂,"109.379826,18.239896",海南省三亚市三亚湾西岛
2463434580,八达岭野生动物园,北京·北京·延庆县,3A景区,热度 0.7,身临“野性天地”，感受“适者生存”,"116.001343,40.359586",北京市延庆县八达岭中心停车场对面
274072164,火山口公园,海南·海口·秀英区,4A景区,热度 0.0,万年火山，千年文化，火山奇观,"110.225955,19.931249",海南省海口市秀英区石山镇
1908447004,黄浦江游览,上海·上海·黄浦区,,热度 0.0,夜游黄浦江，霓虹交错，赏魔都繁华景象,"121.503083,31.234893",上海市黄浦区中山东二路481号B1层（十六铺码头一区）
3773656333,水洞沟旅游区,宁夏·银川·灵武市,5A景区,热度 0.82,古人类、古长城遗址地,"106.525497,38.289477","宁夏银川市灵武市临河镇水洞沟旅游景区（西距银川市19公里,距机场11公里）"
2633804861,腾冲火山热海旅游区,云南·保山·腾冲,5A景区,热度 0.78,囊括世界9大温泉种类，是泡温泉的好去处,"98.449373,24.955378",云南省保山市腾冲县离县城10公里
323392897,成都松鼠部落森林假日公园,四川·成都,,热度 0.0,抛开城市钢铁森林枷锁，亲近自然的绝佳优选,"104.155106,30.411921",四川省成都天府新区合江街道（原合江镇）东山大道二段北侧（近莓园新村）
4094892511,九如山风景区,山东·济南·历城区,4A景区,热度 0.7,生态观光，休闲娱乐，游憩度假为一体,"117.305247,36.493204",山东省济南市历城区西营镇葫芦峪村
1480943424,雅戈尔动物园,浙江·宁波·东钱湖,4A景区,热度 0.72,野生风情，动物天堂,"121.681051,29.810228",浙江省宁波市鄞州区东钱湖镇梅湖村对面
4079213,满洲里国门景区,内蒙古·呼伦贝尔·中俄边境旅游区,5A景区,热度 0.74,中俄边境旅游区的重要组成部分,"117.362682,49.63359",内蒙古呼伦贝尔满洲里市西部中俄边境处
2488483265,亚龙湾海底世界,海南·三亚·亚龙湾,,热度 0.72,"潜在海南,感受不一样的水下世界","109.663961,18.237501",海南省三亚市亚龙湾国家旅游度假区
1256919432,锦江乐园,上海·上海·闵行区,4A景区,热度 0.72,不仅是孩子的乐园，更是成人的梦工厂,"121.417416,31.146669",上海市闵行区虹梅路201号
4056631935,上海星空错觉艺术馆,上海·上海·黄浦区,,热度 0.0,你就是故事的主角,"121.503888,31.234342",上海市黄浦区中山东二路531号(外滩十六铺观光码头商城B2层)
3318962190,国色天乡·陆地乐园,四川·成都·国色天乡,,热度 0.0,来这里体验惊险刺激,"103.835122,30.729492",四川省成都市温江区万春镇天香路88号国色天乡乐园
2479828800,香港八达通,香港·香港,,热度 0.0,有了八达通，想去哪儿就去哪儿,"114.083457,22.399829",香港特别行政区
2379175825,金鸡湖,江苏·苏州·吴中区,5A景区,热度 0.0,古城东部的这片湖水，是苏州的另一张脸,"120.70487,31.318457",江苏省苏州市吴中区苏州工业园区
572843179,重庆长江索道,重庆·重庆·渝中区,4A景区,热度 0.0,万里长江的一条空中走廊，俯瞰滚滚长江,"106.589285,29.563863",重庆市渝中区新华路151号
2809556640,凤凰古城,湖南·湘西·凤凰县,4A景区,热度 1.0,邂逅数个人，偶遇一座城,"109.607088,27.953295",湖南省湘西土家族苗族自治州凤凰县凤凰古城
2792691081,西海大峡谷,安徽·黄山·黄山风景区,,热度 0.0,安全、迅速、舒适、美观，轻松揽尽美景,"118.160072,30.145754",安徽省黄山市黄山区黄山景区西海大峡谷
177865702,印象刘三姐,广西·桂林·阳朔县,,热度 0.82,山水实景演出，老谋子印象系列开山作,"110.512947,24.771489",广西壮族自治区桂林市阳朔县田园路1号
234413730,北宫国家森林公园,北京·北京·丰台区,4A景区,热度 0.7,极具南方特色，胜似画中美景,"116.127198,39.868707",北京市丰台区长辛店镇大灰厂东路55号
3397997473,王国维故居,浙江·嘉兴·海宁市,,热度 0.7,陈列大师生平成就，引无数学者前来瞻仰,"120.543946,30.406969",浙江省嘉兴市海宁市
2269763832,明十三陵,北京·北京·昌平区,5A景区,热度 0.72,气势磅礴的陵寝建筑群,"116.234094,40.300017",北京市昌平区十三陵特区
1898636922,分界洲岛,海南·陵水,5A景区,热度 1.0,海水清澈，拥有众多珍稀动植物的“美女岛”,"110.206451,18.582197",海南省三亚市东北部分界洲岛
558790917,秦岭野生动物园,陕西·西安·长安区,4A景区,热度 0.7,走进大自然，亲近小动物,"108.874543,34.053388",陕西省西安市长安区滦镇
2205283271,三清山,江西·上饶·玉山县,5A景区,热度 0.86,人间四月芳菲尽 三清杜鹃始盛开,"118.075981,28.915377",江西省上饶市玉山县
3397249921,长隆国际大马戏剧院,广东·广州·广州长隆旅游度假区,,热度 0.0,汇粹全球马戏精华,"113.339108,23.00889",广东省广州市番禺区迎宾路长隆欢乐世界东门侧
3840604594,千佛山,山东·济南·历下区,4A景区,热度 0.86,遥望齐州九点烟，一泓海水杯中泻,"117.041792,36.644733",山东省济南市历下区经十一路18号
3241002926,莫干山,浙江·湖州·德清县,4A景区,热度 0.82,古有莫邪，今有莫干名山,"119.875123,30.61246",浙江省湖州市德清县莫干山风景名胜区
303066616,珠江夜游,广东·广州·天河区,,热度 0.0,珠江夜景，游广州必不可少的景点,"113.277534,23.121129",广东省广州市越秀区
891967151,寒山寺,江苏·苏州·金阊区,4A景区,热度 0.8800000000000001,姑苏城外寒山寺，夜半钟声到客船,"120.574213,31.316189",江苏省苏州市金阊区寒山寺弄24号
503103924,云南野生动物园,云南·昆明·盘龙区,,热度 0.0,我国大型野生动物保护研究基地,"102.795122,25.101678",云南省昆明市盘龙区穿金路
681078296,黄山翡翠谷,安徽·黄山·黄山区,4A景区,热度 0.72,人间瑶池仙境，天下奇景丽水,"118.228912,30.117235",安徽省黄山市黄山区汤口镇翡翠新村001幢
2540220911,雷峰塔,浙江·杭州·西湖,4A景区,热度 0.78,法海你不懂爱!雷峰塔会掉下来,"120.15623,30.237553",浙江省杭州市西湖区南山路15号
3333435141,威海华夏城景区,山东·威海·环翠区,5A景区,热度 0.7,自然与科技一体的新型生态旅游度假圣地,"122.129632,37.430076",山东省威海市环翠区威海经济技术开发区华夏路1号
404704522,红山森林动物园,江苏·南京·玄武区,,热度 0.0,惊险有趣的大型斗兽表演,"118.813819,32.098851",江苏省南京市玄武区和燕路168号
763063294,老君山,河南·洛阳·栾川县,5A景区,热度 0.72,山势雄伟，美不胜收,"111.653834,33.762504",河南省洛阳市栾川县城东
1611191641,景德镇古窑景区,江西·景德镇·昌江区,5A景区,热度 0.0,探索中国千年陶瓷文化的脉络,"117.190701,29.28948",江西省景德镇市昌江区瓷都大道古窑路1号
3236514466,大理古城,云南·大理·大理市,,热度 0.96,在静谧中悠远，美得不经意却那么沁人心脾,"100.170462,25.693527",云南大理市下关
560122343,库木塔格沙漠景区,新疆·吐鲁番·鄯善县,,热度 0.0,诠释古楼兰王国消失的一片圣地,"90.214993,42.857452",新疆吐鲁番市鄯善县库木塔格景区
2763424396,洱海游船,云南·大理·洱海,,热度 0.0,游船在洱海上飘荡，尽情享受大自然的美景,"100.252287,25.610807",云南省大理市洱海南路大理港
3609141308,南湾猴岛,海南·陵水,4A景区,热度 1.0,碧水蓝天，猴趣横生,"109.990261,18.402754",海南省陵水县黎族自治县新村镇南湾半岛
