景点id,景点名称,景点区域,景点级别,景点热度,景点简介,景点经纬度,景点地址
2659020982,涂鸦秀：HERO [首尔],首尔,,热度 0.0,魔术般的表演，只在韩国能看到的神奇演出,"126.991657,37.569677",韩国首尔市钟路区敦化门路13  首尔剧场 5层
2364445826,小法兰西,江原道·束草市,,热度 0.0,一个可以延到独特法国文化的主题村庄,"127.490584,37.715026",韩国京畿道加平郡
1543549011,首尔大公园,首尔,,热度 0.0,首尔大公园是典型的主题公园。公园内设有各种游乐设施，占地宽广的动物园同周边景色协调地融合在一起。700万坪的公园完工于1,"127.021123,37.429751",京畿道果川市莫溪洞159-1
837335210,新加坡环球影城,新加坡外岛·圣淘沙岛,,热度 0.0,让电影世界的神奇，为你掀开探险旅程的序幕,"103.822125,1.255012",新加坡圣淘沙名胜世界之内/Resorts World™ Sentosa Singapore 8 Sentosa Gateway Singapore 098629
1634867236,新加坡滨海湾花园,新加坡,,热度 0.0,气势磅礴的云雾林，绚烂的灯光秀，精彩纷呈,"103.863618,1.28156",18 Marina Gardens Drive Singapore 018953
127728704,新加坡日间动物园,新加坡,,热度 1.0,感受这热带雨林中野生动物生生不息的生命力,"103.7383751,1.3291943",80 Mandai Lake Road，Singapore 729826
3729055182,新加坡夜间野生动物园,新加坡,,热度 0.0,一间夜间动物们的栖息地,"103.7858719,1.4021872",80 Mandai Lake Road Singapore 729826
345571579,新加坡SEA海洋馆,新加坡外岛·新加坡海洋生物园,,热度 0.72,观赏色彩斑斓的珊瑚丛和奇异的海洋生物,"103.8238793,1.262692","8 Sentosa Gateway, Resorts World Sentosa, 新加坡 098269"
629164274,新加坡缆车,新加坡·花柏山景,,热度 0.0,两条缆车线路，尽享两处胜地,"103.82315,1.279458","Mount Faber Leisure Group 109 Mount Faber Road, Faber Peak, Singapore 099203"
2483704146,新加坡海洋生物园,新加坡外岛·圣淘沙岛,,热度 0.0,与各种壮观的海洋巨无霸亲密接触,"103.8166237,1.2583293",新加坡圣淘沙岛
1999308496,裕廊飞禽公园,新加坡,,热度 1.0,为鸟儿创造的与自然环境相近的栖息之所,"103.706147,1.319152","2 Jurong Hill,Singapore 628925"
3067578272,圣淘沙天际线斜坡滑车,新加坡外岛·圣淘沙岛,,热度 0.0,全长688米的心跳欢乐胜地,"103.816546,1.252395",Imbiah Lookout Sentosa Island 45 Siloso Beach Walk Singapore 099003
1078908153,新加坡摩天观景轮,新加坡,,热度 0.0,宽敞的观景舱，全角度俯视新加坡的精致景色,"103.863103,1.289272","30 Raffles Avenue, SG 039803"
3658555036,新加坡国家美术馆,新加坡,,热度 0.0,展示从19世纪至今的新加坡及东南亚艺术,"103.8493181,1.2902926",1St.Andrew’sRoad Singapore
1288673303,新加坡空中花园观景台,新加坡·滨海湾金沙酒店,,热度 0.0,在滨海湾金沙酒店的公共观赏台欣赏壮丽的风,"103.859974,1.2831563",10 Bayfront Avenue Singapore 018956
1163856925,新加坡Duck tours鸭子船,新加坡,,热度 0.0,呆萌又厉害的家伙，自由行走于陆地和水中,"103.849111,1.28126",01-05SingaporeFlyerTouristHub
2035727810,河川生态园,新加坡,,热度 0.0,近距离接触世界各大河川生态系统,"103.837177,1.352566",新加坡河川生态园
3688573300,时光之翼,新加坡外岛·圣淘沙岛,,热度 0.0,给你一个前所未有的全新梦幻世界,"103.812207,1.255932",新加坡圣淘沙岛
630204962,N首尔塔,首尔,,热度 0.0,首尔市的标志性建筑,"126.988258,37.551352",韩国首尔市龙山区龙山洞2街 山1-3
579191213,景福宫,首尔,,热度 1.0,建筑具有极尽富贵荣华的气派,"126.976642,37.578272",韩国首尔钟路区世宗路1号
3123905065,济州乱打秀,济州特别自治道·济州岛,,热度 0.0,具有代表性的文化旅游项目,"126.534302,33.505738",济州特别自治道 济州市仙石牧童路56-26  （梧登洞)NANTA THEATER
2222729836,江村铁路单车,首尔,,热度 0.0,能欣赏优美景观的特色旅游体验,"0.0,0.0",
2071580383,爱宝乐园,京畿道·龙仁市,,热度 0.0,在充满欢笑的世界里，寻找一份纯粹的快乐,"127.203348,37.292628",京畿道龙仁市处仁区蒲谷邑爱宝乐园路199号
3928679912,通仁市场,首尔,,热度 0.0,市场内有很多韩国特色美食,"126.9671469,37.5805458","Jahamun-ro 15-gil, Cheongunhyoja-dong, Jongno-gu, Seoul, 韩国"
1225245660,济州西归浦泰迪熊博物馆,济州特别自治道·济州岛,,热度 1.0,展示百年来全世界人们喜爱的玩具熊而建的,"126.390971,33.423089",韩国济州道西归浦市中文观光路110号路31号(穑达洞) 제주특별자치도 서귀포시 중문관광로110번길 31 (색달동)
3149391274,涂鸦秀HERO（钟路专用馆）,首尔·涂鸦秀：HERO [首尔],,热度 0.0,3D新概念涂鸦秀,"126.9677816,37.5681178",韩国首尔特别市钟路区观水洞59-7首尔剧场5层
3631244257,韩国民俗村,京畿道·龙仁市,,热度 0.0,韩国民俗村再现了朝鲜后期的生活,"127.12052,37.259092",韩国京畿道龙仁市器兴区民俗村路90号
3839961644,济州岛Aqua planet水族馆,济州特别自治道·济州岛,,热度 0.0,奇妙海洋世界,"126.9257214,33.4327935",韩国济州特别自治道 西归浦市 城山邑 涉地高地路95
1581409290,济州岛西归浦潜水艇,济州特别自治道·济州岛,,热度 0.0,新型观光潜艇,"126.558631,33.239872",韩国济州特别自治道西归浦市西烘洞707-5
459278369,釜山Trickeye特丽爱3D美术馆,釜山,,热度 0.0,釜山Trickeye特丽爱3D美术馆是韩国Trickeye特丽爱美术馆株式会社于2012年开设的第二家分馆。此外位于首尔,"129.027325,35.0981878",부산시 중구 비프광장로20 남포프라자 F9
2659020982,涂鸦秀：HERO [首尔],首尔,,热度 0.0,魔术般的表演，只在韩国能看到的神奇演出,"126.991657,37.569677",韩国首尔市钟路区敦化门路13  首尔剧场 5层
2364445826,小法兰西,江原道·束草市,,热度 0.0,一个可以延到独特法国文化的主题村庄,"127.490584,37.715026",韩国京畿道加平郡
1543549011,首尔大公园,首尔,,热度 0.0,首尔大公园是典型的主题公园。公园内设有各种游乐设施，占地宽广的动物园同周边景色协调地融合在一起。700万坪的公园完工于1,"127.021123,37.429751",京畿道果川市莫溪洞159-1
980504395,新加坡水上探险乐园,新加坡外岛·新加坡海洋生物园,,热度 0.0,尝试各种刺激的水上滑道，浮潜于珊瑚群中,"103.810046,1.2489641","8 Sentosa Gateway, Resort World at Sentosa, Singapore 098269, Singapore"
1954933528,新加坡国家博物馆,新加坡,,热度 0.0,多种感官带你了解新加坡的历史,"103.848513,1.296622","93 Stamford Road, Singapore 178897, Singapore (Singapore River)"
1211659679,新加坡杜莎夫人蜡像馆,新加坡,,热度 0.0,栩栩如生的名人蜡像，让游客与明星亲密接触,"103.830229,1.250625",Sentosa Singapore.
2296135367,圣淘沙人造滑浪区,新加坡,,热度 0.0,冲浪爱好者们的之地,"103.813853,1.25448",36 Siloso Beach Walk Singapore 098996
1324629471,新加坡FunVee露天观光巴士,新加坡,,热度 0.0,穿行于新加坡的主要景点，体验不同的新加坡,"103.863131,1.289288",新加坡摩天观景轮处起程
466845629,圣淘沙飞龙探险乐园,新加坡外岛·圣淘沙岛,,热度 0.0,使您获得前所未有的体验,"103.810046,1.2489641","099008, 10A Siloso Beach Walk, 新加坡 099008"
4186480302,新加坡艺术科学博物馆,新加坡,,热度 0.0,是举办全球著名藏品的大型国际展览的场所。,"103.8570776,1.2862738","6 Bayfront Ave, 新加坡 018974"
1581298749,MINT玩具博物馆,新加坡,,热度 0.0,一座玩具主题博物馆,"103.8523163,1.296315",26 Seah Street Singapore 188382
1902186271,克拉码头河畔游览船,新加坡,,热度 0.72,领略克拉码头河畔的美丽景色,"103.846396,1.290613",新加坡克拉码头
2892650821,新加坡美术馆,新加坡,,热度 0.0,东南亚首屈一指的美术馆,"103.851021,1.297421","71 Bras Basah Road, Singapore 189555, Singapore"
1906654079,圣淘沙4D探险乐园,新加坡外岛·圣淘沙岛,,热度 0.0,来体验身临其境的4D大电影吧,"103.810046,1.2489641",新加坡圣淘沙
808503366,滨海湾金沙酒店,新加坡,,热度 0.0,口碑极佳的新加坡酒店,"103.8585377,1.2833754",10 Bayfront Avenue
2819479461,新加坡海事博物馆,新加坡,,热度 0.0,展示藏品并重视公众对丝绸之路历史的了解,"103.820325,1.257211","8 Sentosa Gateway, Singapore"
4186576105,新加坡红点设计博物馆,新加坡,,热度 0.0,世界上第二家红点博物馆,"103.8506101,1.2801308","11 Marina Blvd, Singapore 018940"
4174931235,牛车水原貌馆,新加坡,,热度 0.0,可身临其境、清楚地了解早期华族移民的生活,"103.844353,1.283509",新加坡宝塔街
444721708,Hello Kitty主题公园,济州特别自治道·济州岛,,热度 0.0,Hello Kitty充满童趣的展馆,"126.352078,33.290211",제주특별자치도，서귀포시 안덕면，한창로 340
1169915376,釜山水族馆,釜山,,热度 0.0,是韩国大型水族馆,"129.07564,35.179554",釜山广域市海云台区海云台海边路266（부산광역시 해운대구 해운대해변로 266 ）
1768934866,弘大乱打秀,首尔,,热度 0.0,无言演出，轻松领会其中乐趣,"126.9141012,37.5549244",首尔市 麻浦区 西桥洞 357-4号 地下2层
644895975,明洞乱打秀,首尔,,热度 0.0,《乱打》把韩国传统音乐“四物游戏”当作题材，幽默地演出会在厨房里发生的故事。《乱打》由刀和案板升华为乐器的华丽的演奏、令,"126.98373,37.563407",首尔市中区明洞路26号 (明洞2街)  서울특별시 중구 명동길 26 (명동2가)
3521244255,城山日出峰,济州特别自治道·济州岛,,热度 0.0,被誉为“济州十景”之首,"126.62583,33.390808",济州道南济州郡城山邑城山里 114
2411919052,釜山塔,釜山,,热度 0.0,釜山市区标志性建筑物,"129.0323,35.10146",韩国釜山中区札嘎其52号
1671883655,昌德宫,首尔,,热度 1.0,参观王室的生活空间,"126.994697,35.222089",韩国首尔市钟路区卧龙洞2-71
3153316587,PLAYKPOP博物馆,济州特别自治道·济州岛,,热度 0.0,超越现实和虚拟的K-POP博物馆,"126.413424,33.249982","济州特别自治道西归浦市中文洞观光路110号15（15, Jungmungwangwang-ro 110beon-gil, Seogwipo-si, Jeju-do, Korea）"
3902727370,涉地可支,济州特别自治道·济州岛,,热度 0.0,将涉地可支海岸的风景便尽收眼底,"126.920368,33.437887",济州岛东部海岸的一端
1225250207,海云台,釜山,,热度 0.0,韩国八景之一，温泉非常出名,"129.13665,35.173536",韩国釜山海云台区佑1洞 1410-3号
525899441,中文旅游区,济州特别自治道·济州岛,,热度 0.0,中文旅游区是济州岛的综合性观光园地，也是韩国规模大的休养地。它位于中文地区的海边，面积130万坪。这个观光娱乐园将自然与,"126.416747,33.258203",济州道西归浦市穑达洞
3232207418,西大门刑务所历史馆,首尔,,热度 0.0,西大门刑务所历史馆位于西大门独立公园内，是一座特殊的博物馆。西大门刑务所是大韩帝(1987~1910)末期日本帝国主义镇,"127.002605,37.572221",首尔特别市西大门区岘底洞101号
2571173781,梵鱼寺,釜山,,热度 0.96,梵鱼寺位于釜山的名山金井山麓，是距今约1300年前的新罗(BC59-AC932年以庆尚地道区为中心的国家)文武王(661,"129.068889,35.283848",釜山金井区青龙洞546号
3471196087,牛岛,济州特别自治道·济州岛,,热度 0.0,在这里可以看到济州岛特有的美丽风光,"126.931438,33.470367",济州道北济州郡牛岛面
3636947280,木芽佛教博物馆,京畿道·骊州市,,热度 0.0,木芽佛教博物馆是被指定为第108号无形文化财产的朴赞秀(木雕家)先生为了增进人们对佛教美术的了解，弘扬木雕技艺，而于19,"127.467284,37.535159",畿道骊州郡康川面梨湖里395-2号
1058970847,花柏山景,新加坡,,热度 0.0,力争为游客缔造难忘的体验,"103.8153077,1.2737918",花柏山休闲集团 109 Mount Faber Road Singapore 099203
387217385,鱼尾狮公园,新加坡,,热度 0.0,新加坡的象征，是极受欢迎的旅游景点,"103.854531,1.286977",新加坡河河口
2797376197,新加坡旧国会大厦,新加坡,,热度 0.0,从中了解新加坡国会大厦的精神与著名人物,"103.853598,1.286661",1 Old Parliament Lane Singapore 179429
3588433886,蝴蝶公园与昆虫王国,新加坡,,热度 0.0,像一只绚丽多姿的花蝴蝶，魅力无比,"103.8146148,1.2554549","51 Imbiah Rd, 新加坡 099702"
660867222,小印度,新加坡,,热度 0.74,新加坡印度族群的聚集地，印度的缩影,"103.849824,1.307193",亚洲-新加坡-实龙岗路（Serangoon Road）
1501078239,Trickeye特丽爱3D美术馆（新加坡）,新加坡外岛·圣淘沙岛,,热度 0.0,人画合一、栩栩如生的艺术效果,"103.8204367,1.2564324","26 Sentosa Gateway #01-43/44, 新加坡 098138"
2400300691,iFly室内跳伞,新加坡,,热度 0.0,大型室内跳伞体验,"103.8153158,1.2521119","43 Siloso Beach Walk, #01-01, Singapore 099010"
2697514249,新加坡河游船,新加坡,,热度 0.0,沿新加坡河顺流而下，狮城夜景尽收眼底,"103.850645,1.287717",Raffles Landing Site Singapore 049213
1014969965,新加坡城市通票,新加坡,,热度 0.0,7个主题区，开始奇幻的电影之旅,"103.862831,1.289755","Level 1, Singapore Flyer, 30 Raffles Avenue (MRT Promenade)"
75161484,新加坡万象馆,新加坡,,热度 0.0,看新加坡的历史事件重演，人物形象再现,"103.8154177,1.2540472","40 Imbiah Road, Singapore"
2457135368,苏丹清真寺,新加坡,,热度 0.0,欣赏金色的圆顶，参观巨大的祈祷堂,"103.859367,1.30254","3 Muscat St, Singapore 198833, Singapore"
2423766229,马来传统文化馆,新加坡,,热度 0.0,了解新加坡丰富的马来文化,"103.8578121,1.30275","85 Sultan Gate, Singapore 198501"
673036891,新加坡签证,新加坡,,热度 0.0,办理地点：北京/上海办理周期：各地不同，预计8-9工作日面试：不需要签证有效期：35天可停留天数：14-30天,"116.44403880124791,39.91138479996957","Airport Blvd, 新加坡"
545927451,新加坡政府大厦,新加坡,,热度 0.0,政府大厦City Hall和高等法院比邻而立，耗资200万元，落成于 1929年，原名为市府办公厅。1952年英国国王乔,"103.851753,1.290752",新加坡高等法院旁
2941159330,新加坡Kids STOP儿童站,新加坡,,热度 0.0,新加坡的儿童科学馆,"103.7333133,1.334501","21 Jurong Town Hall Road, Singapore 609433, Singapore"
3755984453,云岘宫,首尔,,热度 1.0,云岘宫作为兴宣大院君的私宅，是朝鲜高宗即位前生活了12年的地方。后来高宗即位后，通过大规模的扩建和整修而成为晋升为“宫”,"126.983309,37.550005",首尔市钟路区云泥洞 114-10
2098100951,山君不离,济州特别自治道·济州岛,,热度 0.0,各种可供观赏的景致,"126.693432,33.429149",济州道北济州郡
3131163573,南怡岛,京畿道·加平郡,,热度 0.0,《冬季恋歌》的摄影地,"127.50507,37.829733",韩国京畿道加平郡達田里144
1660620357,首尔游乐场,首尔,,热度 0.0,首尔游乐场(SeoulLand)，位于风景怡人的清溪山附近。方圆10万多坪的游乐场内，既有展现世界各国风貌的世界广场，也,"127.065677,37.542097",京畿道果川市光明路181(首尔乐园)
2309626766,龟龙寺,江原道·原州市,,热度 0.0,龟龙寺位于雉岳山毗罗峰与鹤谷里之间，距毗罗峰约6公里，新罗（公元前57年~公元935年）的僧侣义湘（625年~702年）,"128.037741,37.421516",大韩民国江原道原州市所草面鹤谷里
2482197031,泡菜博物馆,首尔,,热度 0.0,泡菜博物馆是展示泡菜历史、种类、腌制方法和保存方法等任何同泡菜有关的事物的地方。泡菜博物馆自87年开放至今，一直由韩国P,"127.04112,37.513843",首尔江南区三成洞 159-9
2951205346,天帝渊瀑布,济州特别自治道·济州岛,,热度 0.9800000000000001,奇岩绝壁高耸入云，宛如自九天落下的银河,"126.552358,33.240759",济州西归浦市穑达洞3381-1
1142423359,加勒比海湾,京畿道·龙仁市,,热度 0.0,异域情调，浪漫非常的水上世界,"127.380345,37.682523",韩国京畿道龙仁市蒲谷面
2946705239,神奇之路,济州特别自治道·济州岛,,热度 0.0,称为“违反地心引力的神奇奥秘”,"126.47186,33.48144",从济州市沿1100号公路行4公里
580756918,拌饭秀,首尔,,热度 0.0,用尽全身的力量来感受真挚的五官满足,"126.979584,37.579957",首尔 钟路区 贯铁洞 33-1 Cine core大楼B2 Bibap专用馆
1290554349,韩国熊津水上乐园,京畿道·富川市,,热度 0.0,位于京畿道富川市上洞的熊津游乐城（原Tiger World）在进行内部装修之后，于2009年12月11日重新开业，成为一,"126.744803,37.499376","韩国京畿道富川市远美区上洞 572-1（Woongin Playdoci, 572-1, Sang-dong, Wonmi-gu, Bucheon, Gyeonggi-do）"
1894350281,济州爱情乐园,济州特别自治道·济州岛,,热度 0.0,韩国一个性爱主题公园,"126.489989,33.451669","济州特别自治道济州市莲洞680-26（680-26, Yeon-dong, Jeju-si, Jeju-do, KOREA）"
2718444533,济州市泰迪熊主题乐园,济州特别自治道·济州岛,,热度 0.0,一个特别好玩有爱的地方——泰迪熊主题乐园,"126.4099835,33.2503549","济州市涯月邑召吉里; 115-12 제주 제주시 애월읍 평화로 2159;155-12, Sogil-ri, Aewol-eup, Jeju-si, Jeju-do, Korea"
127539413,古馆韩服摄影写真,首尔,,热度 0.0,,"0.0,0.0",韩国首尔市钟路区1仁寺洞143
1533662861,休爱里自然生活公园,济州特别自治道·西归浦,,热度 0.0,休爱里自然生活公园是济州风景的浓缩版，称之为小济州也不为过。休爱里自然生活公园位于汉拿山脚下是样衣折大自然馨香的自然生活,"126.634064,33.308716","2014 Sillye-ri, Namwon-eup, Seogwipo, Jeju-do 699-943, South Korea"
2126855708,City Tours鸭子船,新加坡,,热度 0.0,既可以在马路上行驶，又能在水中徜徉,"103.854368,1.2899137",新加坡滨海广场购物中心#-1-221 (Marina Square Shopping Mall #01-221)
3284169005,印度文化中心,新加坡,,热度 0.0,在这里感受多样印度风情！,"103.8519222,1.3060501","5 Campbell Ln, 新加坡 209924"
1943863380,雪城,新加坡,,热度 0.0,在热带国家中体验冰雪快乐,"103.735135,1.335877","21 Jurong Town Hall Road, Singapore 609433, Singapore"
3367472047,新加坡酷卡,新加坡,,热度 0.0,旅行新神器，新加坡交通卡,"0.0,0.0",
3540840593,新加坡1-Altitude Gallery景观台,新加坡,,热度 0.0,登顶世界之巅，给你血脉喷张的兴奋之感,"103.85062509566512,1.285956021182504","1 Raffles Place (Former OUB Center), level 63, Singapore 048616"
541685652,新加坡爱来魔相艺术馆,新加坡,,热度 0.0,艺术的世界,"103.8577531,1.2951272","新加坡兴达成第四大楼三楼 (Singapore Suntec City,Tower Four,3rd Floor)"
1959728373,莱佛士酒店,新加坡,,热度 0.0,殖民时期的特色,"103.854915,1.294667",328 North Bridge Rd，Singapore
2343076579,西乐索海滩,新加坡,,热度 0.0,沙滩排球迷的聚集地,"103.815902,1.254315",Siloso Beach Sentosa Island，Singapore
3572280597,海豚园,新加坡,,热度 0.0,印度太平洋樽鼻海豚给您毕生难忘的体验,"103.821849,1.255216","8 Sentosa Gateway, Resorts World Sentosa"
20896103,牛车水（唐人街）,新加坡,,热度 0.0,在这里可以淘货、品尝风味纯正的本地美食,"103.846549988,1.2808305026","Bounded by Singapore River, New Bridge Rd, Maxwell Rd & Cecil St"
2083555130,滨海湾,新加坡,,热度 0.0,新加坡绿色新天地,"103.854515,1.290961","Singapore, Singapore"
2962308410,新加坡植物园,新加坡,,热度 1.0,以研究和收集热带植物、园艺花卉而著称,"103.815465,1.32244","Singapore Botanic Gardens, 1 Cluny Road, SG 259569"
2268915145,摩天塔,新加坡外岛·圣淘沙岛,,热度 0.0,无论白天还是晚上，都值得登塔观赏美景,"103.807961,1.259427",新加坡圣淘沙岛
84116808,老巴刹,新加坡,,热度 0.0,建于1894年。现已改建为饮食中心提供各种经济实惠的本地食品，是备受欢迎的饮食聚会场所。乘车路线乘搭地铁至莱佛士坊(Ra,"103.850398,1.280603",Boon Tat Street
943464057,国家兰花园,新加坡·新加坡植物园,,热度 0.0,在胡姬花的海洋中化作翩翩起舞的蝴蝶,"103.813974,1.313009","1 Cluny Rd, Singapore Botanic Gardens, Singapore 259569, Singapore"
2779646478,荒岭山,釜山,,热度 0.0,荒岭山中腰设有展望台，在此处可纵览釜山美丽的夜景。,"129.082273,35.157547",釜山广域市釜山镇区田浦洞
1666257497,松月洞童话村,仁川,,热度 0.0,本来是空巢家庭和留守儿童的村落，当精心装饰上卡通壁画，这里就变成了安详和幸福的童话村。,"126.619724,37.478383",仁川市松月洞3 街11-92（인천광역시 중구 송월동 3 가 11-92）
258509542,年糕博物馆,首尔,,热度 0.0,以年糕为主题的“年糕博物馆”,"126.990624,37.574859","首尔特别市钟路区卧龙洞164-2,2F"
1042538317,思连伊林荫道,济州特别自治道·济州岛,,热度 0.0,风靡亚洲地区的韩剧《秘密花园》中，河智苑迷路的森林就在这里拍摄的。这条林道两旁有一段是茂密的柳杉林，外加其它种类的野花野,"0.0,0.0",西归浦市朝天邑桥来里
3727833776,东门市场,济州特别自治道·济州岛,,热度 0.0,济州东门常设市场是1945年解放以后形成的济州商业的根据地。东门市场完好地保留着传统市场的特征，比大型超市商品种类繁多，,"120.49972,30.05312",제주특별자치도제주시관덕로14길20(이도일동)
1985014889,庆州良洞村,庆尚北道·庆州,,热度 0.0,良洞民俗村是朝鲜时代传统文化与自然相结合的典范，是韩国规模大的村落，由月城孙氏和骊江李氏建立。村庄内的国宝、宝物、民俗资,"129.25502,36.00033",韩国  庆州  
4219750463,梨泰院Land汗蒸房,首尔,,热度 0.0,让你在这里度过愉快的一天,"126.9948382,37.5343462",龙山区汉南洞732-20
45370112,景福宫光化门,首尔,,热度 0.0,韩国人心目中的“国门”,"126.9747933,37.5778024",首尔钟路区社稷路9街22号(弼云洞)서울특별시종로구사직로9길22(필운동)
1214847995,汉拿山国立公园,济州特别自治道·济州岛,,热度 0.0,海拔1950米的汉拿山是韩国高的山，山顶是火山湖，它有个好听的名字叫：白鹿潭。汉拿山2007年被列入世界自然遗产区域，自,"0.0,0.0",韩国  济州岛  
1384271459,济州岛民俗及自然历史博物馆,济州特别自治道·济州岛,,热度 0.0,"博物馆分为四个展区：自然历史展厅，民俗展厅Ⅰ,民俗展厅Ⅱ和户外展厅。自然历史博物馆主要以3D方式展列一些自然历史遗物，如","0.0,0.0",SamseongnoSinsanParkArea
930944854,全州韩屋村,全州市,,热度 0.0,因保存至今的传统面貌而闻名,"127.1517559,35.8151111",韩国全罗北道全州市 完山区丰南洞3街 15-11
2192662645,釜山豪华汗蒸幕 Spa Land,釜山,,热度 0.0,拥有韩国传统温泉浴优点,"129.1271069,35.1685402",釜山市广域市海云台区Centum南大路35（新世界百货公司）
1971148970,滋满壁书村,全州市,,热度 0.0,壁画村五彩缤纷、活泼有趣,"127.1517558,35.8151113",全羅北道全州市完山區滋滿洞1街1-10一帶
2997750292,SBS MTV-THE SHOW,首尔,,热度 0.0,每周周二于SBS MTV现场直播的，参观TOUR申请来罗，如果想要亲眼看到K-POP IDOLS在舞台上精彩的表演，现在,"0.0,0.0",서울특별시 마포구 상암산로 82 SBS 프리즘타워
2535782071,统营无动力斜坡滑车,庆尚南道,,热度 0.0,搭乘特别製作的滑车的休閒运动,"0.0,0.0",韩国庆尚南道统营市道南洞318-4 경상남도 통영시 도남동 318-4
1458169084,印度门,孟买,,热度 1.0,"孟买的象征,融合印度和波斯文化建筑特色","72.834705,18.921836",亚洲-印度
2356484611,贾特拉帕蒂·希瓦吉火车站,孟买,,热度 0.0,历史的痕迹在这里留下,"0.0,0.0","Chhatrapati Shivaji Terminus, Mumbai"
491917321,孟买大学,孟买,,热度 0.0,印度历史悠久、规模宏大的综合性大学之一,"72.8304827213,18.9289803857","Karmaveer Bhaurao Patil Marg, Fort, Mumbai"
3310154420,泰姬陵,阿格拉,,热度 0.78,世界新七大奇迹,"78.041669,27.172774",亚洲-印度
2088161884,千人洗衣场,孟买,,热度 0.0,数千人同时洗衣的壮观场面,"72.8232678,18.9825235","Dhobi Ghat, Shanti Nagar, Lower Parel, Mumbai"
2304792298,阿格拉堡,阿格拉,,热度 0.82,印度伊斯兰艺术顶峰时期的代表作,"78.01749,27.180428",亚洲-印度
2179839421,威尔士王子博物馆,孟买,,热度 0.0,印度、尼泊尔、西藏等地各色艺术作品,"72.83183392,18.9266188","M.G Road, Fort, Mumbai"
3512206217,法塔赫布尔西格里,阿格拉,,热度 0.0,莫卧儿王朝都城,"77.67091,27.103908",印度阿格拉法塔赫布尔西格里
2150830736,克劳福德市场,孟买,,热度 0.0,具有历史气息的水果批发市场,"72.8313987,18.9464462","Lokmanya Tilak Marg, Chhatrapati Shivaji Terminus Area, Dhobi Talao, Mumbai"
2796765724,维多利亚纪念堂,加尔各答,,热度 0.0,维多利亚纪念堂于1905年建成，并由总督约翰.安德生爵士亲临主持揭幕式。纪念堂为纪念英女王维多利亚而建，维多利亚女王18,"88.342724,22.544386",亚洲-印度
1397030700,象岛,孟买,,热度 1.0,以“城堡城市”著称,"72.931944,18.9625",亚洲-印度
773943416,加迪沙湖,印度,,热度 0.0,加迪沙湖位于城墙的南面，曾作为这座古城的水源来源，为这座干旱的城市提供宝贵的居民生活用水，具有十分重要的地位。,"70.923103,26.908579","Postal Colony, Jaisalmer"
3960165197,琥珀堡,斋浦尔,,热度 0.0,印度古代藩王的都城,"75.851323,26.986049","Jaipur, Rajasthan 302001, India"
2015316535,米纳克希神庙,孟买,,热度 0.0,马杜赖的城市标志,"78.119288,9.919826","Madurai, Tamil Nadu 625001 印度"
3785938284,湿婆神庙,瓦拉纳西,,热度 0.0,印度地位很高的印度教寺庙之一,"83.0105388165,25.3107924953","Varanasi, Uttar Pradesh 221001 India"
2213925486,芭堤雅蒂芬妮人妖秀,武里府·芭堤雅,,热度 0.0,东南亚地区真正的人妖秀表演,"100.8863132,12.9488227","464 Moo9, Pattaya 2nd Rd, Nongprue, Banglamung, Pattaya"
1897121058,暹罗海洋世界,曼谷,,热度 0.0,超过3万只的海洋生物世界等你去探索,"100.534594,13.746784","Siam Paragon B1-2, 991 Rama 1 Road, Bangkok"
1484862987,普吉岛西蒙人妖表演秀,普吉岛,,热度 0.0,享用视觉盛宴,"98.2899071,7.8787725","8 Sirirat Rd, Tambon Patong, Amphoe Kathu, Chang Wat Phuket 83150泰国"
3843508073,芭提雅成人秀,武里府·芭堤雅,,热度 0.0,夜间神秘芭提雅，感受不 一样的人妖表演,"100.8891916,12.9481208","98/64 หมู่ 6 ต.นาเกลือ, บางละมุง, Amphoe Bang Lamung, Chang Wat Chon Buri 20150泰国"
2033551723,普吉岛天皇成人秀,普吉岛,,热度 0.0,‘很暴力’的成人表演,"98.298981,7.8975878","PHANG MUANG SAI KOR RD, PA Tong, Kathu, Phuket, Thailand"
1682054421,夜游湄南河游轮,曼谷,,热度 0.0,体验湄南河的另一种风情,"99.2064641,14.616418","river city shoppingcomplex,room122-126 level1.soi chareokrung 30 Sampantong"
3450136463,克里普索人妖秀,曼谷,,热度 0.0,开启一场饕餮视觉盛宴，“美女”香艳登场,"100.502728,13.702838","Asiatique The Riverfront, 2194 Charoenkrung Rd., Praya Krai, Bangkor Laem, Bangkok 10120"
2349996759,格兰岛,武里府·芭堤雅,,热度 0.0,享有“东方夏威夷”之喻,"55.196955,11.428827",泰国芭堤雅
3780696396,丹嫩沙多水上集市,曼谷,,热度 0.0,乘坐小船游览水上集市，体验船上购物的乐趣,"99.96008,13.519455","泰国曼谷市西南，距离市内约80公里;Damnoen Saduak District, Ratchaburi"
1898649713,清迈古城,清迈府·清迈,,热度 0.0,清迈兰纳泰王朝古国的王室宫殿遗址,"98.9817163,18.7060641","Mueang Chiang Mai District, Chiang Mai"
3514541190,小皮皮岛,普吉岛,,热度 0.0,好莱坞影片《海滩》的外景地,"98.768779,7.680467","Puket, Thailand"
2433237771,美功铁道市场,曼谷,,热度 0.0,铁轨上的集市,"99.954616001985,13.429861983360999","Phet Samut, Mae Klong, Mueang Samut Songkhram, Samut Songkhram"
